STCODE,FORMAT,CLASS,TAX_ORDER,FAMILY,SCI_NAME,AUTHOR,ADULT_HAB,IMMAT_HAB,ADULT_FUNC,IMMAT_FUNC,HOSTTYPE,HOST,ABUNDANCE,COLLECTION,REFERENCE
SA001,1,INSECTA,COLEOPTERA,DERODONTIDAE,Peltastica tuberculata,Mannerheim,wood,wood,Sp,Sp,,,U,P,"1,2,23,41"
SA001,1,INSECTA,COLEOPTERA,DYTISCIDAE,Acilius semisulcatus abbreviatus,Mannerheim,Aqt,Aqt,Pr,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,DYTISCIDAE,Agabinus glabrellus,Motschulsky,Aqt,Aqt,Pr,Pr,,,,,23
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Agriotella occidentalis,Brown,,,,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Agriotes apicalis,LeConte,,O-sl,,H,,,U,P,"23,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Agriotes oregonensis,Beck,,O-sl,,H,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Alaus melanops,LeConte,wood,wood,,Pr,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus anthracinus,LeConte,wood,wood,,X,,,U,P,"23,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus apicatus,Say,wood,wood,,X,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus brevis,VanDyke,wood,wood,,X,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus carbonicolor,Eschscholtz,wood,wood,,X,,,U,P,1
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus cordifer,LeConte,wood,wood,,X,P,Querc,U,,2
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus dimidiatus,LeConte,wood,wood,,X,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus melinus,LeConte,wood,wood,,X,,,U,,23
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus moerens,LeConte,wood,wood,,X,,,U,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus nigrinus,Herbst,wood,wood,,X,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus occidentalis,Lane,wood,wood,,X,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus oregonus,Schaeffer,wood,wood,,X,,,U,P,"2,23,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus phoenicopterus,Germar,wood,wood,,X,,,U,P,"23,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus rhodopus,LeConte,wood,wood,,X,,,U,P,"1,40,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ampedus varipilis,VanDyke,wood,wood,,X,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Athous imitans,Fall,O-vg,O-sl,,,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Athous rufiventris,Eschscholtz,O-vg,O-sl,,,,,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Athous scissus,LeConte,O-vg,O-sl,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Athous varius,Lane,O-vg,O-sl,,,,,U,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Athous vittiger,LeConte,O-vg,O-sl,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Cardiophorus sp.,,S-Aq,S-Aq,,,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera bombacina,(Germar),,M-sl,,H,,,U,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera columbiana,(Brown),,M-sl,,H,,,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera comes,Brown,,,,H,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera dolorosa,VanDyke,,,,H,,,U,,23
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera falsifica angularis,LeConte,,M-sl,,H,,,U,P,"1,23,40,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera nebraskensis,(Bland),,M-sl,,H,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera nigricollis,Bland,,,,H,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera opacula,(LeConte),,M-sl,,H,,,U,P,"1,40,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera resplendens,(Eschscholtz),,M-sl,,H,,,U,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera sp.,,,M-sl,,H,,,,P,1
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera suckleyi,(LeConte),,M-sl,,H,,,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera sylvatica,(VanDyke),,M-sl,,H,,,U,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera umbricola,Eschscholtz,,,,H,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera umbripennis,(LeConte),,M-sl,,H,,,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera volitans,(Eschscholtz),,M-sl,,H,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Ctenicera xanthonomus,Horn,,,,H,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Dalopius sp.,,,,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Eanus striatipennis,Brown,bog,,,H,,,R,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Hemicrepidius morio,LeConte,,,,,,,U,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Hemicrepidius pallidipennis,Mannerheim,,,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Hypolithus funebris,(Candeze),,,,,,,U,P,23
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Hypolithus squalidus,LeConte,,,,,,,U,,23
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Lacon rorulentus,(LeConte),wood,wood,,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Limonius maculicollis,Motschulsky,O-vg,O-sl,H,H,,,U,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Limonius nitidulus,Horn,O-vg,O-sl,H,H,,,U,P,"23,40"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Limonius pictus,VanDyke,F-cn,,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Limonius sp.,,,,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Megapenthes caprella,(LeConte),F-cn,,,H,,,A,P,"1,2,40,41"
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Micrathous brevis,(VanDyke),,,,,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Negastrius gradarius,(Horn),,,,,,,U,P,23
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Negastrius sp.,,S-Aq,S-Aq,,,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Pityobius murrayi,(LeConte),F-cn,,,,,,R,P,
SA001,1,INSECTA,COLEOPTERA,ELATERIDAE,Sericus silaceus,(Say),,,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,ELMIDAE,Lara avara,LeConte,Aqt,Aqt,Go,Go,,,U,A,
SA001,1,INSECTA,COLEOPTERA,ENDOMYCHIDAE,Endomychus limbata,Horn,fung,fung,Fu,Fu,,,U,P,
SA001,1,INSECTA,COLEOPTERA,ENDOMYCHIDAE,Mycetina idahoensis,Fall,fung,fung,Fu,Fu,,,U,P,"1,41"
SA001,1,INSECTA,COLEOPTERA,ENDOMYCHIDAE,Phymaphora californicus,Horn,fung,fung,Fu,Fu,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,ENDOMYCHIDAE,Stethorhanis borealis,Blaisdell,fung,fung,Fu,Fu,,,R,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,ENDOMYCHIDAE,Xenomycetes laversi,Hatch,fung,fung,Fu,Fu,,,R,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,EROTYLIDAE,Dacne californica,Horn,fung,fung,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,EROTYLIDAE,Triplax californicus,LeConte,fung,fung,Fu,Fu,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,EUCINETIDAE,Eucinetus infumatus,LeConte,wood,wood,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,EUCNEMIDAE,Dirhagus pectinatus,(LeConte),wood,wood,,X,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,EUCNEMIDAE,Dromaeolus basalis,LeConte,wood,wood,,X,P,CONIF,U,P,1
SA001,1,INSECTA,COLEOPTERA,EUCNEMIDAE,Dromaeolus californicus,Bonvouloir,wood,wood,,X,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,EUCNEMIDAE,Epiphanis cornutus,Eschscholtz,wood,wood,,X,,,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,EUCNEMIDAE,Hylis terminalis,LeConte,wood,wood,,X,,,U,P,
SA001,1,INSECTA,COLEOPTERA,EUCNEMIDAE,Isorhipis obliqua,Say,wood,wood,,X,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,EUCNEMIDAE,Melasis rufipennis,Horn,wood,wood,,X,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,EUCNEMIDAE,Melasis tsugae,G. Hopping,wood,wood,,X,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,EUGLENIDAE,Phomalus brunnipennis,LeConte,F-cn,,Fl,,,,R,P,1
SA001,1,INSECTA,COLEOPTERA,HELODIDAE,Cyphon brevicollis,LeConte,R-vg,Aqt,,F,,,U,P,
SA001,1,INSECTA,COLEOPTERA,HELODIDAE,Cyphon concinnus,LeConte,R-vg,Aqt,,F,,,U,P,
SA001,1,INSECTA,COLEOPTERA,HELODIDAE,Elodes angusta,Hatch,R-vg,Aqt,,F,,,U,,2
SA001,1,INSECTA,COLEOPTERA,HELODIDAE,Elodes apicalis,LeConte,R-vg,Aqt,,F,,,U,P,
SA001,1,INSECTA,COLEOPTERA,HELODIDAE,Elodes sp.,,R-vg,Aqt,,F,,,,P,2
SA001,1,INSECTA,COLEOPTERA,HETEROCERCIDAE,Lanternarius brunneus,(Melsheimer),S-Aq,S-Aq,Pr,Pr,,,C,P,
SA001,1,INSECTA,COLEOPTERA,HISTERIDAE,Gnathoncus interceptus,LeConte,F-lt,F-lt,Pr,Pr,,,R,,23
SA001,1,INSECTA,COLEOPTERA,HISTERIDAE,Isolomalus mancus,Casey,wood,wood,Pr,Pr,I,SCOLY,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,HISTERIDAE,Psiloscelis subopaca,LeConte,nest,nest,Pr,Pr,I,Formi,R,P,
SA001,1,INSECTA,COLEOPTERA,HISTERIDAE,Saprinus lubricus,LeConte,carr,carr,Pr,Pr,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,HISTERIDAE,Saprinus lugens,Erichson,carr,carr,,,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,HISTERIDAE,Stictostix californicus,Horn,S-Aq,S-Aq,Pr,Pr,,,U,P,23
SA001,1,INSECTA,COLEOPTERA,HYDROPHILIDAE,Ametor scabrosus,Horn,Aqt,Aqt,H,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,HYDROPHILIDAE,Cercyon sp.,,dung,dung,,Pr,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,HYDROPHILIDAE,Crenitis rufiventris,Horn,Aqt,Aqt,H,Pr,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,HYDROPHILIDAE,Crenitis snoqualmie,Miller,Aqt,Aqt,H,Pr,,,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,HYDROPHILIDAE,Cymbiodyta dorsalis,Motschulsky,Aqt,Aqt,H,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,HYDROPHILIDAE,Laccobius carri,d'Orch,Aqt,Aqt,H,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,HYDROPHILIDAE,Megasternum posticatum,Mannerheim,,,,Pr,,,U,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,HYDROPHILIDAE,Sphaeridium bipustulatum,Fabricius (I),dung,dung,Dg,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,LAMPYRIDAE,Ellychnia hatchi,Fender,F-cn,F-lt,,Pr,A,WORM,U,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,LAMPYRIDAE,Phausis skelleyi,Fender,F-cn,F-lt,,Pr,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,LAMPYRIDAE,Pterotus obscuripennis,LeConte,F-cn,F-lt,,Pr,A,SNAIL,R,P,
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Aridius nodifer,Westwood (I),F-lt,F-lt,Fu,Fu,,,U,P,"1,40,41"
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Corticaria dentigera,LeConte,wood,wood,Fu,Fu,,,R,P,1
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Enicmus cordatus,Belon,F-lt,F-lt,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Enicmus tenuicornis,LeConte,wood,wood,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Melanophthalma distinguenda,Comoli (I),F-cn,,Fu,Fu,,,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Melanophthalma gibbosa,Herbst (I),F-cn,,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Melanophthalma pumila,LeConte,F-cn,,Fu,Fu,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Melanophthalma villosa,Zimmerman,F-cn,,Fu,Fu,,,U,P,
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Stephostethus liratus,LeConte,F-cn,,Fu,Fu,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,LATHRIDIIDAE,Thes laeviventris,(Fall),F-cn,,Fu,Fu,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Agathidium concinnum,Mannerheim,fung,fung,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Agathidium contiguum,Fall,fung,fung,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Agathidium jasperinum,Fall,fung,fung,Fu,Fu,,,U,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Agathidium maculosum,Brown,fung,fung,Fu,Fu,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Agathidium pulchrum,LeConte,fung,fung,Fu,Fu,,,U,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Anisotoma fenderi,Hatch,fung,fung,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Caenocyrta picipennis,LeConte,,,Fu,Fu,,,U,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Catopocerus capizzii,Hatch,F-lt,F-lt,Sv,Sv,,,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Catopocerus tibialis,Hatch,F-lt,F-lt,Sv,Sv,,,U,P,
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Catops basilaris,(Say),F-lt,F-lt,Sv,Sv,,,C,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Catops gratiosus,Blanchard,F-lt,F-lt,Sv,Sv,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Catoptrichus frankenhaeuseri,(Mannerheim),F-lt,F-lt,Sv,Sv,,,U,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Colon sp.,,F-lt,F-lt,Sv,Sv,,,U,P,"2,40,41"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Hydnobius lobatus,Hatch,,,Fu,Fu,,,U,P,
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Hydnobius longulus,LeConte,,,Fu,Fu,,,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Hydnobius pumilus,LeConte,,,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Hydnobius simulator,Brown,,,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Leiodes grossa,Hatch,fung,fung,Fu,Fu,,,U,P,"2,23"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Leiodes horni,Hatch,fung,fung,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Leiodes morula,(LeConte),fung,fung,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Nemadus decipiens,Horn,F-lt,F-lt,Sv,Sv,,,C,P,40
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Neocyrtusa sternita,Hatch,,,Fu,Fu,,,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Platycholeus opacellus,Fall,F-lt,F-lt,Sv,Sv,,,R,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,LEIODIDAE,Triarthron lecontei,Horn,,,Fu,Fu,,,R,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,LEPTINIDAE,Leptinus occidentoamericanus,Peck,anim,nest,Sv,Sv,A,RODNT,U,P,"23,40"
SA001,1,INSECTA,COLEOPTERA,LIMNICHIDAE,Lichminus tenuicornis,(Casey),S-Aq,S-Aq,,,,,R,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,LUCANIDAE,Ceruchus striatus,LeConte,wood,wood,nf,X,P,CONIF,U,P,
SA001,1,INSECTA,COLEOPTERA,LUCANIDAE,Platyceroides laticollis,Casey,F-gd,wood,nf,X,P,DECID,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,LUCANIDAE,Platycerus oregonensis,Westwood,wood,wood,nf,X,P,DECID,U,P,41
SA001,1,INSECTA,COLEOPTERA,LYCIDAE,Dictyopterus hamatus,Mannerheim,F-cn,F-lt,Pr,Pr,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,LYCIDAE,Dictyopterus simplicipes,Mannerheim,F-cn,F-lt,Pr,Pr,,,C,P,"1,41"
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Anaspis atrata,Champion,O-vg,wood,Fl,,,,C,P,1
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Anaspis duryi,Liljeblad,O-vg,wood,Fl,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Anaspis olympiae,Hatch,O-vg,wood,Fl,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Anaspis rufa,Say,O-vg,wood,Fl,,,,A,P,"1,40,41"
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Anaspis seposita,Liljeblad,O-vg,wood,Fl,,,,C,P,40
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Anaspis sericea,Mannerheim,O-vg,wood,Fl,,,,U,,23
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Emmesa testacea leeperi,Malkin,F-cn,wood,,,,,U,P,"1,41"
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Hallomenus scapularis,Melsheimer,F-cn,wood,Fu,Fu,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Holostrophus impressicollis,LeConte,F-cn,wood,,,,,R,P,
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Orchesia ornata,Horn,F-cn,wood,,,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Phryganophilus collaris,LeConte,F-cn,wood,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Prothalpia holmbergii,Mannerheim,F-cn,wood,,,,,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Rushia californica,Fall,F-cn,wood,,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Serropalpus substriatus,Haldeman,F-cn,wood,,X,P,CONIF,U,P,41
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Synstrophus repandus,Horn,F-cn,wood,,X,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Xylita laevigata,Hellenius,F-cn,wood,,X,P,CONIF,U,P,1
SA001,1,INSECTA,COLEOPTERA,MELANDRYIDAE,Xylita livida,Sahlberg,F-cn,wood,,X,P,CONIF,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,MELOIDAE,Epicauta puncticollis,Mannerheim,O-vg,O-sl,Fl,Pr,I,ACRID,C,P,
SA001,1,INSECTA,COLEOPTERA,MELOIDAE,Lytta lugubris,Horn,O-vg,nest,Fl,Pr,I,BEES,U,P,
SA001,1,INSECTA,COLEOPTERA,MELOIDAE,Lytta stygica,LeConte,O-vg,nest,Fl,Pr,I,BEES,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Amecocerus larsoni,Hatch,F-cn,,Fl,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Amecocerus sp.,,F-cn,,Fl,Pr,,,,P,2
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Anthocomus mirandus,LeConte,F-cn,wood,Pr,Pr,,,R,P,1
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Anthocomus mixtus,Horn,F-cn,wood,Pr,Pr,,,C,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Anthocomus thevenetii,Horn,F-cn,wood,Pr,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Dasyrhadus impressicollis,Fall,,,Pr,Pr,,,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Dasytes cruralis,LeConte,,,Pr,Pr,,,U,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Eurelymis atra,LeConte,F-cn,,Pr,Pr,,,C,P,2
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Hoppingiana hudsonica,(LeConte),F-cn,,Pr,Pr,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,MELYRIDAE,Hypebaeus bicolor,LeConte,,,Pr,Pr,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,MICROPEPLIDAE,Micropeplus brunneus,Maeklin,wood,,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,MICROPEPLIDAE,Micropeplus punctatus,LeConte,F-lt,F-lt,,,,,U,P,23
SA001,1,INSECTA,COLEOPTERA,MORDELLIDAE,Mordella atrata,Melsheimer,O-vg,wood,H,Pr,,,A,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,MORDELLIDAE,Mordellistena aspersa,Melsheimer,O-vg,,H,Pr,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,MORDELLIDAE,Tomoxia borealis,LeConte,O-vg,,H,Pr,,,U,P,
SA001,1,INSECTA,COLEOPTERA,MYCETOPHAGIDAE,Mycetophagus californicus,Horn,fung,fung,Fu,Fu,,,U,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,MYCETOPHAGIDAE,Mycetophagus pluriguttatus,LeConte,fung,fung,Fu,Fu,,,U,P,"2,23,40"
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Colopterus truncatus,Randall,wood,wood,Sp,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Epuraea aestiva,Linnaeus,F-cn,,Fl,,,,C,P,2
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Epuraea ambigua,Mannerheim,F-cn,,,,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Epuraea avara,Randall,F-cn,,Sp,,,,A,P,"1,2,41"
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Epuraea obtusicollis,Reitter,F-lt,,Fu,Fu,,,U,P,40
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Epuraea truncatella,Mannerheim,,,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Heterhelus sericans,(LeConte),F-cn,,Fl,,P,Sambu,U,P,
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Meligethes nigrescens,Stephens,F-cn,,Fl,,,,C,P,2
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Omosita discoidea,Fabricius (I),carr,carr,Sv,Sv,,,U,P,2
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Pityophagus rufipennis,Horn,,,,,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Pocadius fulvipennis,Erichson,,,,,,,U,P,"1,2,40,41"
SA001,1,INSECTA,COLEOPTERA,NITIDULIDAE,Thalycra murrayi,Horn,F-lt,F-lt,Fu,Fu,,,U,P,"40,41"
SA001,1,INSECTA,COLEOPTERA,OEDEMERIDAE,Asclera discolor,LeConte,F-cn,wood,Fl,X,,,U,P,41
SA001,1,INSECTA,COLEOPTERA,OEDEMERIDAE,Asclera nigra,LeConte,F-cn,wood,Fl,X,,,U,P,"2,41"
SA001,1,INSECTA,COLEOPTERA,OEDEMERIDAE,Calopus angustus,LeConte,F-cn,wood,Fl,X,P,TREES,U,P,"1,2,41"
SA001,1,INSECTA,COLEOPTERA,OEDEMERIDAE,Ditylus gracilis,LeConte,F-cn,wood,Fl,X,P,CONIF,C,P,"1,2,40,41"
SA001,1,INSECTA,COLEOPTERA,OEDEMERIDAE,Ditylus quadricollis,LeConte,F-cn,wood,Fl,X,P,CONIF,C,P,
SA001,1,INSECTA,COLEOPTERA,OEDEMERIDAE,Oxacis bicolor,(LeConte),F-cn,wood,Fl,X,,,U,P,"1,2"
SA001,1,INSECTA,COLEOPTERA,OEDEMERIDAE,Xanthochroa testacea,Horn,F-cn,wood,Fl,X,,,C,P,"2,40"
SA001,1,INSECTA,COLEOPTERA,PEDILIDAE,Pedilus abnormis,Horn,F-cn,,,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,PEDILIDAE,Pedilus flabellatus,(Horn),F-cn,,,,,,R,P,41
SA001,1,INSECTA,COLEOPTERA,PEDILIDAE,Pedilus monticola,Horn,F-cn,,,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,PEDILIDAE,Pedilus picipennis,Fall,F-cn,,,,,,U,P,
SA001,1,INSECTA,COLEOPTERA,PHALACRIDAE,Phalacrus penicillatus,Say,F-lt,F-lt,Fu,Fu,,,C,P,
SA001,1,INSECTA,COLEOPTERA,PHALACRIDAE,Stilbus apicalis,Melsheimer,F-lt,F-lt,Fu,Fu,,,U,P,
